,Site,Measurement,DateTime,Value,IQR*4 + Q3
4871,SQ26633,Total Phosphorus,2010-08-16 12:50:00,0.093,0.06599999999999999
4873,SQ26633,Total Phosphorus,2012-08-15 12:16:00,0.8,0.06599999999999999
4889,SQ26633,Total Phosphorus,2014-06-11 10:50:00,0.095,0.06599999999999999
4907,SQ26633,Total Phosphorus,2018-01-12 10:20:00,0.072,0.06599999999999999
4941,SQ26931,Total Phosphorus,2016-05-03 10:16:00,0.035,0.03
4947,SQ26931,Total Phosphorus,2018-02-01 09:24:00,0.186,0.03
4958,SQ26931,Total Phosphorus,2019-12-04 09:11:00,0.107,0.03
4960,SQ26932,Total Phosphorus,2008-02-19 00:00:00,0.018,0.016
4992,SQ26932,Total Phosphorus,2015-09-02 10:38:00,0.019,0.016
5004,SQ26932,Total Phosphorus,2016-10-04 09:50:00,0.046,0.016
5020,SQ26932,Total Phosphorus,2018-02-01 09:49:00,0.022,0.016
5042,SQ26932,Total Phosphorus,2019-12-04 09:36:00,0.039,0.016
5043,SQ30011,Total Phosphorus,2005-07-18 12:20:00,0.2,0.061000000000000006
5048,SQ30011,Total Phosphorus,2009-10-19 12:10:00,0.25,0.061000000000000006
5068,SQ30011,Total Phosphorus,2014-04-29 13:51:00,0.62,0.061000000000000006
5101,SQ30011,Total Phosphorus,2018-06-19 13:39:00,0.153,0.061000000000000006
5106,SQ30011,Total Phosphorus,2018-11-30 12:19:00,0.103,0.061000000000000006
5112,SQ30011,Total Phosphorus,2019-07-23 12:29:00,0.151,0.061000000000000006
5153,SQ30079,Total Phosphorus,2018-01-29 15:42:00,0.099,0.023
5184,SQ30141,Total Phosphorus,2013-02-28 09:15:00,0.024,0.02
5258,SQ30147,Total Phosphorus,2015-02-17 08:43:00,0.02,0.019
5277,SQ30162,Total Phosphorus,2007-11-19 12:50:00,0.11,0.09799999999999999
5279,SQ30162,Total Phosphorus,2008-08-27 13:55:00,0.31,0.09799999999999999
5282,SQ30162,Total Phosphorus,2009-05-25 13:40:00,0.25,0.09799999999999999
5284,SQ30162,Total Phosphorus,2010-05-31 11:37:00,0.11,0.09799999999999999
5285,SQ30162,Total Phosphorus,2010-07-27 09:23:00,0.098,0.09799999999999999
5299,SQ30162,Total Phosphorus,2012-08-06 12:36:00,0.098,0.09799999999999999
5342,SQ30162,Total Phosphorus,2017-10-12 11:40:00,0.23,0.09799999999999999
5350,SQ30162,Total Phosphorus,2018-06-14 10:43:00,0.32,0.09799999999999999
5370,SQ30175,Total Phosphorus,2008-08-27 10:20:00,0.23,0.040999999999999995
5371,SQ30175,Total Phosphorus,2009-05-25 10:20:00,0.47,0.040999999999999995
5373,SQ30175,Total Phosphorus,2010-05-31 12:11:00,0.059,0.040999999999999995
5384,SQ30175,Total Phosphorus,2011-08-25 10:20:00,0.097,0.040999999999999995
5385,SQ30175,Total Phosphorus,2012-08-06 10:31:00,0.052,0.040999999999999995
5388,SQ30175,Total Phosphorus,2013-06-04 11:30:00,0.36,0.040999999999999995
5389,SQ30175,Total Phosphorus,2013-07-03 11:08:00,0.44,0.040999999999999995
5420,SQ30175,Total Phosphorus,2017-10-12 08:39:00,0.168,0.040999999999999995
5425,SQ30175,Total Phosphorus,2018-06-14 08:48:00,0.142,0.040999999999999995
5426,SQ30175,Total Phosphorus,2018-07-10 09:28:00,0.068,0.040999999999999995
5439,SQ30184,Total Phosphorus,2008-08-27 11:10:00,0.17,0.071
5440,SQ30184,Total Phosphorus,2009-05-25 11:05:00,0.22,0.071
5442,SQ30184,Total Phosphorus,2010-05-31 09:11:00,0.16,0.071
5450,SQ30184,Total Phosphorus,2013-06-04 10:50:00,0.182,0.071
5451,SQ30184,Total Phosphorus,2013-07-03 08:59:00,0.093,0.071
5606,SQ30222,Total Phosphorus,2004-07-29 10:25:00,0.073,0.068
5610,SQ30222,Total Phosphorus,2005-07-20 10:45:00,0.087,0.068
5617,SQ30222,Total Phosphorus,2007-04-30 11:40:00,0.077,0.068
5630,SQ30222,Total Phosphorus,2010-08-09 11:50:00,0.16,0.068
5693,SQ30332,Total Phosphorus,2008-08-28 12:05:00,0.062,0.052000000000000005
5696,SQ30332,Total Phosphorus,2009-06-04 12:25:00,0.12,0.052000000000000005
5714,SQ30332,Total Phosphorus,2011-08-18 10:22:00,0.15,0.052000000000000005
5725,SQ30332,Total Phosphorus,2013-06-18 12:02:00,0.129,0.052000000000000005
5734,SQ30332,Total Phosphorus,2014-03-06 10:55:00,0.09,0.052000000000000005
5771,SQ30332,Total Phosphorus,2017-04-07 11:01:00,0.42,0.052000000000000005
5777,SQ30332,Total Phosphorus,2017-10-09 07:27:00,0.094,0.052000000000000005
5780,SQ30332,Total Phosphorus,2018-01-12 09:19:00,0.169,0.052000000000000005
5783,SQ30332,Total Phosphorus,2018-04-12 10:23:00,0.071,0.052000000000000005
5836,SQ30369,Total Phosphorus,2008-08-28 09:55:00,0.094,0.074
5848,SQ30369,Total Phosphorus,2011-08-18 11:55:00,0.1,0.074
5872,SQ30369,Total Phosphorus,2017-04-07 11:46:00,0.146,0.074
5878,SQ30369,Total Phosphorus,2017-10-09 09:10:00,0.28,0.074
5881,SQ30369,Total Phosphorus,2018-01-12 10:18:00,0.3,0.074
5895,SQ30369,Total Phosphorus,2019-03-08 10:03:00,0.079,0.074
5922,SQ30390,Total Phosphorus,2007-06-27 11:25:00,0.1,0.094
5947,SQ30390,Total Phosphorus,2011-08-18 11:30:00,0.097,0.094
6038,SQ30400,Total Phosphorus,2011-08-18 10:55:00,0.43,0.146
6047,SQ30400,Total Phosphorus,2013-06-05 13:09:00,0.154,0.146
6056,SQ30400,Total Phosphorus,2014-03-06 10:30:00,0.188,0.146
6089,SQ30400,Total Phosphorus,2016-09-09 12:08:00,0.182,0.146
6096,SQ30400,Total Phosphorus,2017-04-07 11:29:00,0.29,0.146
6102,SQ30400,Total Phosphorus,2017-10-09 08:51:00,0.45,0.146
6105,SQ30400,Total Phosphorus,2018-01-12 09:48:00,0.35,0.146
6106,SQ30400,Total Phosphorus,2018-02-12 09:42:00,0.176,0.146
6108,SQ30400,Total Phosphorus,2018-04-12 10:57:00,0.166,0.146
6116,SQ30400,Total Phosphorus,2018-12-06 13:15:00,0.34,0.146
6147,SQ30426,Total Phosphorus,2008-08-28 11:45:00,0.12,0.11899999999999998
6159,SQ30426,Total Phosphorus,2011-08-18 10:45:00,0.34,0.11899999999999998
6193,SQ30445,Total Phosphorus,2004-02-09 08:50:00,0.18,0.13999999999999999
6194,SQ30445,Total Phosphorus,2004-05-10 09:45:00,0.15,0.13999999999999999
6195,SQ30445,Total Phosphorus,2004-08-05 09:50:00,0.17,0.13999999999999999
6196,SQ30445,Total Phosphorus,2004-11-04 08:50:00,0.17,0.13999999999999999
6204,SQ30445,Total Phosphorus,2005-11-21 09:37:00,0.16,0.13999999999999999
6205,SQ30445,Total Phosphorus,2005-11-23 08:40:00,0.16,0.13999999999999999
6206,SQ30445,Total Phosphorus,2005-12-19 09:35:00,0.17,0.13999999999999999
6207,SQ30445,Total Phosphorus,2006-01-09 10:31:00,0.17,0.13999999999999999
6208,SQ30445,Total Phosphorus,2006-02-13 10:37:00,0.15,0.13999999999999999
6209,SQ30445,Total Phosphorus,2006-02-27 09:20:00,0.16,0.13999999999999999
6210,SQ30445,Total Phosphorus,2006-03-27 11:15:00,0.2,0.13999999999999999
6212,SQ30445,Total Phosphorus,2006-05-08 12:12:00,0.14,0.13999999999999999
6369,SQ30486,Total Phosphorus,2017-04-10 11:23:00,0.035,0.024
6474,SQ30521,Total Phosphorus,2011-04-21 10:50:00,0.055,0.030999999999999996
6481,SQ30521,Total Phosphorus,2013-03-20 09:10:00,0.034,0.030999999999999996
6505,SQ30521,Total Phosphorus,2018-02-23 09:26:00,0.031,0.030999999999999996
6541,SQ30525,Total Phosphorus,2011-03-24 10:45:00,0.037,0.032999999999999995
6550,SQ30525,Total Phosphorus,2013-02-28 09:48:00,0.046,0.032999999999999995
6576,SQ30525,Total Phosphorus,2018-04-13 14:55:00,0.07,0.032999999999999995
6609,SQ30707,Total Phosphorus,2013-03-05 13:32:00,0.182,0.11299999999999999
6616,SQ30707,Total Phosphorus,2013-10-09 12:00:00,0.12,0.11299999999999999
6630,SQ30707,Total Phosphorus,2014-12-01 09:33:00,0.149,0.11299999999999999
6670,SQ30707,Total Phosphorus,2018-04-04 12:38:00,0.14,0.11299999999999999
6735,SQ30782,Total Phosphorus,2007-10-11 13:15:00,0.17,0.122
6792,SQ30782,Total Phosphorus,2012-08-16 14:30:00,0.27,0.122
6799,SQ30782,Total Phosphorus,2013-03-12 12:40:00,0.42,0.122
6828,SQ30782,Total Phosphorus,2015-04-22 14:01:00,0.134,0.122
6933,SQ30878,Total Phosphorus,2007-10-11 11:50:00,0.21,0.087
6943,SQ30878,Total Phosphorus,2008-08-14 11:10:00,0.22,0.087
6952,SQ30878,Total Phosphorus,2009-05-12 13:40:00,0.26,0.087
6965,SQ30878,Total Phosphorus,2010-06-10 13:00:00,0.24,0.087
6990,SQ30878,Total Phosphorus,2012-08-16 13:04:00,0.29,0.087
7000,SQ30878,Total Phosphorus,2013-06-28 12:38:00,0.2,0.087
7001,SQ30878,Total Phosphorus,2013-07-16 12:20:00,0.128,0.087
7010,SQ30878,Total Phosphorus,2014-04-14 12:10:00,0.132,0.087
7056,SQ30878,Total Phosphorus,2018-02-22 11:35:00,0.198,0.087
7060,SQ30878,Total Phosphorus,2018-06-20 14:34:00,0.095,0.087
7065,SQ30878,Total Phosphorus,2018-11-21 14:18:00,0.103,0.087
7092,SQ30916,Total Phosphorus,2007-05-03 13:25:00,0.099,0.08100000000000002
7095,SQ30916,Total Phosphorus,2008-02-18 12:55:00,0.1,0.08100000000000002
7100,SQ30916,Total Phosphorus,2009-05-06 13:55:00,0.2,0.08100000000000002
7115,SQ30916,Total Phosphorus,2013-07-16 12:02:00,7.1,0.08100000000000002
7118,SQ30916,Total Phosphorus,2013-10-15 10:46:00,0.141,0.08100000000000002
7151,SQ30916,Total Phosphorus,2016-08-18 13:00:00,0.195,0.08100000000000002
7155,SQ30916,Total Phosphorus,2016-12-13 10:47:00,0.089,0.08100000000000002
7163,SQ30916,Total Phosphorus,2017-08-22 11:49:00,0.181,0.08100000000000002
7168,SQ30916,Total Phosphorus,2018-02-22 10:54:00,0.35,0.08100000000000002
7177,SQ30916,Total Phosphorus,2018-11-21 13:02:00,0.106,0.08100000000000002
7192,SQ30928,Total Phosphorus,2006-02-09 09:35:00,0.37,0.071
7198,SQ30928,Total Phosphorus,2009-05-06 11:40:00,0.54,0.071
7201,SQ30928,Total Phosphorus,2013-05-10 11:05:00,0.108,0.071
7219,SQ30928,Total Phosphorus,2017-09-19 11:39:00,0.41,0.071
7245,SQ30945,Total Phosphorus,2009-05-06 11:10:00,0.7,0.312
7262,SQ30945,Total Phosphorus,2013-05-10 10:32:00,0.34,0.312
7306,SQ30945,Total Phosphorus,2017-02-17 10:15:00,0.5,0.312
7822,SQ30955,Total Phosphorus,2012-08-16 13:45:00,1.8,0.78
8127,SQ30976,Total Phosphorus,2006-04-06 12:50:00,0.31,0.22900000000000004
8143,SQ30976,Total Phosphorus,2007-10-11 10:40:00,0.64,0.22900000000000004
8153,SQ30976,Total Phosphorus,2008-08-14 10:15:00,0.82,0.22900000000000004
8272,SQ30977,Total Phosphorus,2007-10-11 10:25:00,0.68,0.356
8275,SQ30977,Total Phosphorus,2008-01-22 10:05:00,0.47,0.356
8282,SQ30977,Total Phosphorus,2008-08-14 10:00:00,1.0,0.356
8343,SQ30977,Total Phosphorus,2014-12-16 09:01:00,0.79,0.356
8347,SQ30977,Total Phosphorus,2015-12-21 10:35:00,2.5,0.356
8404,SQ30992,Total Phosphorus,2007-10-11 10:10:00,0.049,0.034999999999999996
8413,SQ30992,Total Phosphorus,2008-08-14 09:50:00,3.3,0.034999999999999996
8418,SQ30992,Total Phosphorus,2009-01-13 10:20:00,0.15,0.034999999999999996
8432,SQ30992,Total Phosphorus,2010-06-10 11:35:00,0.05,0.034999999999999996
8447,SQ30992,Total Phosphorus,2011-12-08 12:55:00,0.035,0.034999999999999996
8454,SQ30992,Total Phosphorus,2012-08-16 11:22:00,0.059,0.034999999999999996
8464,SQ30992,Total Phosphorus,2013-07-16 11:26:00,0.046,0.034999999999999996
8517,SQ30992,Total Phosphorus,2018-02-22 10:26:00,0.181,0.034999999999999996
8520,SQ30992,Total Phosphorus,2018-05-24 12:18:00,0.048,0.034999999999999996
8526,SQ30992,Total Phosphorus,2018-11-21 12:09:00,0.043,0.034999999999999996
8528,SQ30992,Total Phosphorus,2019-01-24 09:40:00,0.037,0.034999999999999996
8540,SQ31018,Total Phosphorus,2004-03-17 12:30:00,0.76,0.256
8553,SQ31018,Total Phosphorus,2012-05-28 12:10:00,0.59,0.256
8570,SQ31018,Total Phosphorus,2015-05-14 12:44:00,0.4,0.256
8575,SQ31018,Total Phosphorus,2016-02-18 15:01:00,1.07,0.256
8581,SQ31018,Total Phosphorus,2016-12-08 12:05:00,0.32,0.256
8594,SQ31018,Total Phosphorus,2019-01-24 14:44:00,1.29,0.256
8602,SQ31020,Total Phosphorus,2004-03-17 11:30:00,0.57,0.23299999999999998
8608,SQ31020,Total Phosphorus,2008-11-24 11:10:00,0.73,0.23299999999999998
8634,SQ31020,Total Phosphorus,2015-05-14 11:36:00,0.27,0.23299999999999998
8640,SQ31020,Total Phosphorus,2016-02-18 09:15:00,1.11,0.23299999999999998
8646,SQ31020,Total Phosphorus,2016-11-15 12:13:00,0.29,0.23299999999999998
8666,SQ31020,Total Phosphorus,2019-01-24 13:37:00,0.46,0.23299999999999998
8798,SQ31047,Total Phosphorus,2013-02-28 10:28:00,0.07,0.04900000000000001
8875,SQ31051,Total Phosphorus,2014-01-24 09:50:00,0.038,0.019
8890,SQ31051,Total Phosphorus,2017-02-15 10:55:00,0.02,0.019
8906,SQ31052,Total Phosphorus,2017-12-14 13:51:00,0.032,0.02
8990,SQ31093,Total Phosphorus,2009-04-21 11:04:00,0.025,0.024999999999999994
8996,SQ31093,Total Phosphorus,2011-03-24 12:35:00,0.028,0.024999999999999994
9105,SQ32732,Total Phosphorus,2009-02-03 10:23:00,0.14,0.124
9145,SQ32732,Total Phosphorus,2014-12-01 11:54:00,0.26,0.124
9219,SQ32801,Total Phosphorus,2008-02-19 09:39:00,0.11,0.096
9220,SQ32801,Total Phosphorus,2008-03-27 11:50:00,0.16,0.096
9221,SQ32801,Total Phosphorus,2008-04-23 10:52:00,0.11,0.096
9222,SQ32801,Total Phosphorus,2009-01-21 09:52:00,0.12,0.096
9310,SQ32802,Total Phosphorus,2013-04-24 00:00:00,0.066,0.020999999999999998
9404,SQ32804,Total Phosphorus,2019-12-12 11:44:00,0.09,0.044000000000000004
9459,SQ32872,Total Phosphorus,2008-08-14 11:50:00,0.26,0.18400000000000002
9506,SQ32872,Total Phosphorus,2012-08-16 13:40:00,0.31,0.18400000000000002
9516,SQ32872,Total Phosphorus,2013-06-28 12:51:00,0.23,0.18400000000000002
9517,SQ32872,Total Phosphorus,2013-07-16 12:40:00,0.21,0.18400000000000002
9576,SQ32872,Total Phosphorus,2018-06-20 15:06:00,0.2,0.18400000000000002
9678,SQ32943,Total Phosphorus,2017-10-09 08:05:00,0.072,0.03
9679,SQ32943,Total Phosphorus,2018-01-12 08:35:00,0.082,0.03
9688,SQ32943,Total Phosphorus,2018-10-12 09:15:00,4.7,0.03
9689,SQ32943,Total Phosphorus,2018-11-06 08:20:00,1.0,0.03
9712,SQ33055,Total Phosphorus,2005-03-02 11:45:00,0.58,0.13199999999999998
9772,SQ33055,Total Phosphorus,2010-08-18 11:30:00,0.17,0.13199999999999998
9784,SQ33055,Total Phosphorus,2011-08-18 10:20:00,0.14,0.13199999999999998
9786,SQ33055,Total Phosphorus,2011-10-19 09:45:00,1.1,0.13199999999999998
9810,SQ33055,Total Phosphorus,2014-12-01 12:49:00,0.157,0.13199999999999998
9850,SQ33056,Total Phosphorus,2005-08-10 11:35:00,0.16,0.13499999999999998
9869,SQ33056,Total Phosphorus,2007-03-21 11:30:00,0.16,0.13499999999999998
9888,SQ33056,Total Phosphorus,2009-01-19 10:10:00,0.15,0.13499999999999998
9905,SQ33056,Total Phosphorus,2010-08-18 11:05:00,0.16,0.13499999999999998
9917,SQ33056,Total Phosphorus,2011-08-18 10:40:00,0.22,0.13499999999999998
9919,SQ33056,Total Phosphorus,2011-10-19 10:10:00,1.4,0.13499999999999998
9943,SQ33056,Total Phosphorus,2013-10-09 10:30:00,0.186,0.13499999999999998
10018,SQ33147,Total Phosphorus,2004-01-05 10:55:00,1.3,0.9239999999999999
10019,SQ33147,Total Phosphorus,2004-01-29 13:30:00,1.4,0.9239999999999999
10056,SQ33147,Total Phosphorus,2005-02-03 13:20:00,1.0,0.9239999999999999
10057,SQ33147,Total Phosphorus,2005-02-17 13:15:00,2.2,0.9239999999999999
10061,SQ33147,Total Phosphorus,2005-03-30 12:50:00,1.1,0.9239999999999999
10082,SQ33147,Total Phosphorus,2006-02-02 13:30:00,2.8,0.9239999999999999
10083,SQ33147,Total Phosphorus,2006-02-15 11:15:00,18.0,0.9239999999999999
10108,SQ33147,Total Phosphorus,2007-03-07 13:00:00,1.2,0.9239999999999999
10129,SQ33147,Total Phosphorus,2008-01-18 10:55:00,2.3,0.9239999999999999
10162,SQ33147,Total Phosphorus,2010-04-14 13:20:00,1.1,0.9239999999999999
10302,SQ33148,Total Phosphorus,2013-09-25 09:32:00,1.35,0.734
10339,SQ33148,Total Phosphorus,2017-09-26 07:44:00,11.1,0.734
10348,SQ33148,Total Phosphorus,2018-10-30 08:14:00,1.74,0.734
10349,SQ33148,Total Phosphorus,2018-11-26 07:56:00,5.8,0.734
10362,SQ33270,Total Phosphorus,2004-02-26 09:10:00,0.75,0.618
10373,SQ33270,Total Phosphorus,2006-07-20 10:35:00,0.76,0.618
10394,SQ33270,Total Phosphorus,2013-09-25 10:54:00,1.47,0.618
10422,SQ33270,Total Phosphorus,2018-02-26 21:09:00,2.2,0.618
10430,SQ33270,Total Phosphorus,2018-10-30 09:45:00,2.9,0.618
10431,SQ33270,Total Phosphorus,2018-11-26 09:22:00,4.8,0.618
10457,SQ33273,Total Phosphorus,2006-07-20 11:05:00,0.76,0.15400000000000003
10478,SQ33273,Total Phosphorus,2011-10-12 12:25:00,0.22,0.15400000000000003
10489,SQ33273,Total Phosphorus,2013-09-25 14:46:00,0.52,0.15400000000000003
10518,SQ33273,Total Phosphorus,2016-02-23 13:55:00,0.182,0.15400000000000003
10579,SQ33274,Total Phosphorus,2006-07-20 12:00:00,0.46,0.09599999999999997
10586,SQ33274,Total Phosphorus,2008-04-23 11:10:00,0.11,0.09599999999999997
10628,SQ33274,Total Phosphorus,2018-10-30 16:34:00,0.176,0.09599999999999997
10647,SQ33476,Total Phosphorus,2006-07-20 10:50:00,0.76,0.143
10888,SQ33899,Total Phosphorus,2016-06-30 11:14:00,0.188,0.03799999999999999
10902,SQ33899,Total Phosphorus,2017-09-27 07:17:00,0.038,0.03799999999999999
10916,SQ33899,Total Phosphorus,2018-11-27 09:05:00,0.148,0.03799999999999999
10934,SQ33962,Total Phosphorus,2008-08-27 12:15:00,0.18,0.096
10935,SQ33962,Total Phosphorus,2009-05-25 12:10:00,0.11,0.096
10982,SQ33962,Total Phosphorus,2018-06-14 12:04:00,0.107,0.096
10998,SQ34191,Total Phosphorus,2004-07-29 10:50:00,0.18,0.10400000000000001
11022,SQ34191,Total Phosphorus,2010-08-09 12:25:00,0.24,0.10400000000000001
11064,SQ34412,Total Phosphorus,2004-06-17 12:50:00,0.18,0.17600000000000002
11073,SQ34412,Total Phosphorus,2006-07-20 12:50:00,0.55,0.17600000000000002
11131,SQ34417,Total Phosphorus,2005-07-21 11:00:00,0.14,0.08800000000000001
11138,SQ34417,Total Phosphorus,2006-02-22 10:00:00,0.11,0.08800000000000001
11144,SQ34417,Total Phosphorus,2006-10-26 10:35:00,0.17,0.08800000000000001
11164,SQ34417,Total Phosphorus,2008-07-24 10:25:00,0.18,0.08800000000000001
11185,SQ34417,Total Phosphorus,2010-05-27 10:40:00,0.99,0.08800000000000001
11187,SQ34417,Total Phosphorus,2010-07-22 10:30:00,0.13,0.08800000000000001
11188,SQ34417,Total Phosphorus,2010-09-02 10:30:00,0.14,0.08800000000000001
11189,SQ34417,Total Phosphorus,2010-09-23 10:30:00,0.21,0.08800000000000001
11198,SQ34417,Total Phosphorus,2011-07-13 11:30:00,0.23,0.08800000000000001
11202,SQ34417,Total Phosphorus,2011-11-24 09:10:00,0.13,0.08800000000000001
11271,SQ34417,Total Phosphorus,2017-10-11 10:43:00,0.193,0.08800000000000001
11279,SQ34417,Total Phosphorus,2018-06-13 12:20:00,1.36,0.08800000000000001
11350,SQ34418,Total Phosphorus,2010-05-27 10:10:00,0.24,0.141
11362,SQ34418,Total Phosphorus,2011-07-13 10:15:00,0.18,0.141
11409,SQ34420,Total Phosphorus,2017-10-11 10:16:00,0.155,0.14700000000000002
11412,SQ34420,Total Phosphorus,2018-07-11 11:34:00,0.22,0.14700000000000002
11452,SQ34538,Total Phosphorus,2015-12-21 08:56:00,0.038,0.03
11469,SQ34538,Total Phosphorus,2018-02-22 07:56:00,0.055,0.03
11509,SQ34540,Total Phosphorus,2010-06-28 14:05:00,0.19,0.07799999999999999
11520,SQ34540,Total Phosphorus,2013-05-23 10:40:00,0.21,0.07799999999999999
11522,SQ34540,Total Phosphorus,2013-07-16 11:05:00,0.093,0.07799999999999999
11569,SQ34540,Total Phosphorus,2018-02-22 09:06:00,0.163,0.07799999999999999
11599,SQ34548,Total Phosphorus,2004-08-27 10:10:00,0.057,0.043
11613,SQ34548,Total Phosphorus,2006-02-02 09:45:00,0.059,0.043
11617,SQ34548,Total Phosphorus,2006-10-19 09:50:00,0.074,0.043
11646,SQ34548,Total Phosphorus,2010-05-13 11:00:00,0.064,0.043
11647,SQ34548,Total Phosphorus,2010-06-10 11:00:00,0.14,0.043
11750,SQ34557,Total Phosphorus,2005-07-28 11:30:00,0.083,0.078
11754,SQ34557,Total Phosphorus,2006-07-20 11:45:00,0.54,0.078
11783,SQ34557,Total Phosphorus,2014-04-22 10:00:00,0.114,0.078
11802,SQ34557,Total Phosphorus,2018-10-30 16:10:00,0.29,0.078
11844,SQ34569,Total Phosphorus,2013-10-09 09:50:00,0.2,0.107
11976,SQ34580,Total Phosphorus,2017-08-15 09:10:00,0.07,0.046
11977,SQ34580,Total Phosphorus,2017-09-19 10:18:00,0.23,0.046
12014,SQ34626,Total Phosphorus,2009-01-15 12:11:00,0.27,0.19999999999999998
12021,SQ34626,Total Phosphorus,2010-01-05 10:43:00,0.25,0.19999999999999998
12022,SQ34626,Total Phosphorus,2010-03-30 09:32:00,0.38,0.19999999999999998
12041,SQ34626,Total Phosphorus,2013-10-09 09:30:00,0.23,0.19999999999999998
12130,SQ34646,Total Phosphorus,2005-07-20 10:30:00,0.24,0.097
12135,SQ34646,Total Phosphorus,2006-11-01 09:55:00,0.12,0.097
12150,SQ34646,Total Phosphorus,2010-08-09 11:15:00,0.37,0.097
12171,SQ34646,Total Phosphorus,2014-03-06 09:55:00,0.1,0.097
12208,SQ34646,Total Phosphorus,2017-04-07 13:43:00,0.186,0.097
12214,SQ34646,Total Phosphorus,2017-10-09 10:36:00,0.42,0.097
12217,SQ34646,Total Phosphorus,2018-01-12 12:31:00,0.3,0.097
12220,SQ34646,Total Phosphorus,2018-04-12 14:18:00,0.167,0.097
12246,SQ34704,Total Phosphorus,2006-04-26 10:50:00,0.16,0.128
12280,SQ34704,Total Phosphorus,2014-06-26 12:45:00,0.23,0.128
12297,SQ34704,Total Phosphorus,2016-05-19 09:31:00,0.134,0.128
12313,SQ34704,Total Phosphorus,2017-09-26 08:42:00,0.75,0.128
12320,SQ34704,Total Phosphorus,2018-04-17 10:07:00,0.2,0.128
12379,SQ34705,Total Phosphorus,2018-04-17 10:18:00,0.23,0.154
12392,SQ34706,Total Phosphorus,2006-04-26 13:00:00,0.19,0.188
12397,SQ34706,Total Phosphorus,2008-07-23 13:10:00,0.19,0.188
12401,SQ34706,Total Phosphorus,2009-10-19 12:45:00,0.27,0.188
12420,SQ34706,Total Phosphorus,2014-04-29 14:19:00,0.58,0.188
12422,SQ34706,Total Phosphorus,2014-06-26 14:29:00,0.64,0.188
12449,SQ34706,Total Phosphorus,2017-09-26 12:24:00,0.63,0.188
12455,SQ34706,Total Phosphorus,2018-06-19 14:11:00,0.2,0.188
12474,SQ34711,Total Phosphorus,2006-07-20 09:45:00,0.76,0.11099999999999999
12480,SQ34711,Total Phosphorus,2009-10-29 11:50:00,0.28,0.11099999999999999
12488,SQ34711,Total Phosphorus,2012-07-25 11:20:00,0.2,0.11099999999999999
12494,SQ34711,Total Phosphorus,2013-09-26 09:56:00,0.31,0.11099999999999999
12531,SQ34711,Total Phosphorus,2017-09-27 08:11:00,0.132,0.11099999999999999
12541,SQ34711,Total Phosphorus,2018-10-31 10:24:00,0.23,0.11099999999999999
12542,SQ34711,Total Phosphorus,2018-11-27 09:35:00,1.72,0.11099999999999999
12550,SQ34711,Total Phosphorus,2019-07-23 11:39:00,0.13,0.11099999999999999
12556,SQ34865,Total Phosphorus,2005-07-21 09:30:00,0.065,0.063
12571,SQ34865,Total Phosphorus,2008-01-24 08:20:00,0.069,0.063
12573,SQ34865,Total Phosphorus,2008-03-26 08:20:00,0.097,0.063
12588,SQ34865,Total Phosphorus,2010-05-27 09:15:00,0.21,0.063
12596,SQ34865,Total Phosphorus,2011-07-13 13:25:00,0.13,0.063
12653,SQ34865,Total Phosphorus,2017-10-11 08:20:00,0.22,0.063
12661,SQ34865,Total Phosphorus,2018-06-13 08:34:00,0.31,0.063
12662,SQ34865,Total Phosphorus,2018-07-11 09:14:00,0.068,0.063
12713,SQ34866,Total Phosphorus,2008-07-24 10:35:00,0.24,0.11599999999999999
12733,SQ34866,Total Phosphorus,2010-07-22 10:45:00,0.15,0.11599999999999999
12776,SQ34866,Total Phosphorus,2014-04-30 11:46:00,0.15,0.11599999999999999
